0.625459212	0.648935943	-0.378328528	-0.211069754	1
0.650229826	0.588056795	-0.32990339	-0.350077323	2
0.214762536	-0.361674478	0.430509708	0.79858	3
0.178762522	0.503549965	-0.471067103	-0.701838427	4
0.472161344	0.419505847	-0.300855814	-0.714537815	5
				
0.333500672	0.201234417	0.606845241	0.69283538	11
0.309446179	0.240468387	-0.682900317	-0.616494261	12
0.282509068	0.238278547	-0.692041363	-0.620073151	13
0.17289086	0.326119453	-0.463287441	-0.805679589	14
0.069804394	-0.014754528	0.59978513	0.796973932	15
				
0.403945034	0.340273799	0.638876365	0.559356006	16

0.217657351	0.52844757	-0.475453812	-0.668813962	18
0.170531989	0.510947211	-0.484102869	-0.689562325	19
0.039220557	0.640044634	-0.504982579	-0.577751858	20
				
0.174309984	0.676912213	-0.515961804	-0.495165935	21
0.149523662	0.665886212	-0.52482811	-0.508717683	22
				
				
-0.009322816	0.460758849	-0.518258082	-0.720432459	25
				
				26
0.046917634	0.432165627	-0.522103941	-0.733784084	27
0.798261554	0.598678175	-0.060527191	-0.02644604	28
0.783934685	0.609351368	-0.115080057	-0.029898173	29
0.737305596	0.624796155	-0.255219104	0.02955389	30




0.739182031	0.239773234	0.342296312	0.528159025	34

0.706954318	0.064984765	0.336617411	0.618612392	36
0.601063913	0.201044522	0.488984445	0.599330864	37

0.635268747	0.062084253	0.420990679	0.644473438	39
0.638106131	-0.087428483	0.364437486	0.672578727	40
				
0.603951505	-0.122400086	0.398447544	0.679338173	41
0.527733442	-0.029162014	0.486085502	0.695965427	42
0.530363525	-0.212619315	0.436957952	0.694676404	43
0.414418454	-0.085789372	0.546694511	0.722511343	44
0.430982601	-0.145521488	0.524269769	0.719874089	45
				
0.455595181	-0.260875612	0.489323047	0.696376265	46
0.515254447	-0.369998629	0.411216837	0.654610252	47
-0.141618603	0.338319271	-0.566319738	-0.738082784	48
0.146708337	0.520283121	-0.511899691	-0.667638259	49
0.346323917	0.592450982	-0.405603614	-0.603777515	50
